bkf_specific_name,bkf_wfo_id,specific_name_clean,bkf_wfo_full_name,o7_wfo_id,o7_wfo_full_name,cand_wfo_id,cand_wfo_full_name,wfo_id_final,wfo_source,conflict_bkf_vs_o7,conflict_bkf_vs_cand,conflict_o7_vs_cand,any_conflict,wfo_full_name_final
Rubus pluribracteatus,wfo-0000995089,rubus pluribracteatus,Rubus pluribracteatus,wfo-0001011073,Rubus pluribracteatus L.T.Lu & Boufford,,,wfo-0000995089,bkf_original,True,False,False,True,
Rubus moluccanus L.,wfo-0001018092,rubus moluccanus l.,This is currently accepted.,wfo-0001018092,Rubus moluccanus L.,,,wfo-0001018092,bkf_original,False,False,False,False,Rubus moluccanus L.
Rubus hasskarlii Miq.,wfo-0000991305,rubus hasskarlii miq.,This is currently accepted.,wfo-0000991305,Rubus hasskarlii Miq.,,,wfo-0000991305,bkf_original,False,False,False,False,Rubus hasskarlii Miq.
Rubus rugosus Sm.,wfo-0000983438,rubus rugosus sm.,This is currently accepted.,wfo-0000983438,Rubus rugosus Sm.,,,wfo-0000983438,bkf_original,False,False,False,False,Rubus rugosus Sm.
Rubus blepharoneurus Cardot,wfo-0000983441,rubus blepharoneurus cardot,This is currently accepted.,wfo-0000983441,Rubus blepharoneurus Cardot,,,wfo-0000983441,bkf_original,False,False,False,False,Rubus blepharoneurus Cardot
Rubus viscidus Focke,wfo-0000996177,rubus viscidus focke,This is currently accepted.,wfo-0000996177,Rubus viscidus Focke,,,wfo-0000996177,bkf_original,False,False,False,False,Rubus viscidus Focke
Rubus rufus Focke,wfo-0000995739,rubus rufus focke,This is currently accepted.,wfo-0000995739,Rubus rufus Focke,,,wfo-0000995739,bkf_original,False,False,False,False,Rubus rufus Focke
Rubus lasiotrichos,wfo-0000983328,rubus lasiotrichos,Rubus lasiotrichos,wfo-0000994738,Rubus lasiotrichos Focke,,,wfo-0000983328,bkf_original,True,False,False,True,
,,,,,,,,,unfilled,False,False,False,False,
Duchesnea indica (Andr.) Focke,wfo-0001017370,duchesnea indica (andr.) focke,This is currently accepted.,,,,,wfo-0001017370,bkf_original,False,False,False,False,
Potentilla supina L.,wfo-0000991597,potentilla supina l.,This is currently accepted.,wfo-0000991597,Potentilla supina L.,,,wfo-0000991597,bkf_original,False,False,False,False,Potentilla supina L.
Agrimonia pilosa,wfo-0000993131,agrimonia pilosa,Agrimonia pilosa,,,,,wfo-0000993131,bkf_original,False,False,False,False,
Rosa damascena Mill.,wfo-0001014673,rosa damascena mill.,This is currently accepted.,wfo-0001014673,Rosa damascena Mill.,,,wfo-0001014673,bkf_original,False,False,False,False,Rosa damascena Mill.
Rosa helenae Rehder & E.H.Wilson,wfo-0000983363,rosa helenae rehder & e.h.wilson,This is currently accepted.,wfo-0000983363,Rosa helenae Rehder & E.H.Wilson,,,wfo-0000983363,bkf_original,False,False,False,False,Rosa helenae Rehder & E.H.Wilson
Rosa chinensis Jacq.,wfo-0001014372,rosa chinensis jacq.,This is currently accepted.,wfo-0001014372,Rosa chinensis Jacq.,,,wfo-0001014372,bkf_original,False,False,False,False,Rosa chinensis Jacq.
Rosa banksiae W.T.Aiton,,rosa banksiae w.t.aiton,This is currently accepted.,,,,,,unfilled,False,False,False,False,
Rosa clinophylla Thory,wfo-0000988442,rosa clinophylla thory,This is currently accepted.,wfo-0000988442,Rosa clinophylla Thory,,,wfo-0000988442,bkf_original,False,False,False,False,Rosa clinophylla Thory
Rosa odorata (Andrews) Sweet,,rosa odorata (andrews) sweet,This is currently accepted.,wfo-0001014455,Rosa × odorata (Andrews) Sweet,,,wfo-0001014455,output7_exact,False,False,False,False,Rosa × odorata (Andrews) Sweet
Prunus cerasoides Buch.-Ham. ex D.Don,wfo-0001017427,prunus cerasoides buch.-ham. ex d.don,This is currently accepted.,wfo-0001017427,Prunus cerasoides Buch.-Ham. ex D.Don,,,wfo-0001017427,bkf_original,False,False,False,False,Prunus cerasoides Buch.-Ham. ex D.Don
Prunus persica (L.) Batsch,wfo-0001005418,prunus persica (l.) batsch,This is currently accepted.,wfo-0001005418,Prunus persica (L.) Batsch,,,wfo-0001005418,bkf_original,False,False,False,False,Prunus persica (L.) Batsch
Prunus undulata,wfo-0001017640,prunus undulata,Prunus undulata,,,,,wfo-0001017640,bkf_original,False,False,False,False,
Prunus phaeosticta (Hance) Maxim.,wfo-0001002050,prunus phaeosticta (hance) maxim.,This is currently accepted.,wfo-0001002050,Prunus phaeosticta (Hance) Maxim.,,,wfo-0001002050,bkf_original,False,False,False,False,Prunus phaeosticta (Hance) Maxim.
Prunus javanica (Teijsm. & Binn.) Miq.,wfo-0001017632,prunus javanica (teijsm. & binn.) miq.,This is currently accepted.,wfo-0001017632,Prunus javanica (Teijsm. & Binn.) Miq.,,,wfo-0001017632,bkf_original,False,False,False,False,Prunus javanica (Teijsm. & Binn.) Miq.
Prunus ceylanica (Wight) Miq.,wfo-0001018017,prunus ceylanica (wight) miq.,This is currently accepted.,wfo-0001018017,Prunus ceylanica (Wight) Miq.,,,wfo-0001018017,bkf_original,False,False,False,False,Prunus ceylanica (Wight) Miq.
Prunus arborea (Blume) Kalkman,,prunus arborea (blume) kalkman,This is currently accepted.,wfo-0000995821,Prunus arborea (Blume) Kalkman,,,wfo-0000995821,output7_exact,False,False,False,False,Prunus arborea (Blume) Kalkman
Prunus grisea (Blume ex Müll.Berol.) Kalkman,,prunus grisea (blume ex müll.berol.) kalkman,This is currently accepted.,wfo-0001005216,Prunus grisea (Blume ex Müll.Berol.) Kalkman,,,wfo-0001005216,output7_exact,False,False,False,False,Prunus grisea (Blume ex Müll.Berol.) Kalkman
Chrysobalanus icaco L.,wfo-0000830291,chrysobalanus icaco l.,This is currently accepted.,wfo-0000830291,Chrysobalanus icaco L.,,,wfo-0000830291,bkf_original,False,False,False,False,Chrysobalanus icaco L.
Angelesia splendens,wfo-0000815116,angelesia splendens,Angelesia splendens,wfo-0000822990,Angelesia splendens Korth.,,,wfo-0000815116,bkf_original,True,False,False,True,
Parastemon urophyllus (Wall. ex A.DC.) A.DC.,wfo-0000817867,parastemon urophyllus (wall. ex a.dc.) a.dc.,This is currently accepted.,wfo-0000817867,Parastemon urophyllus (Wall. ex A.DC.) A.DC.,,,wfo-0000817867,bkf_original,False,False,False,False,Parastemon urophyllus (Wall. ex A.DC.) A.DC.
Parinari anamensis Hance,wfo-0000817702,parinari anamensis hance,This is currently accepted.,wfo-0000817702,Parinari anamensis Hance,,,wfo-0000817702,bkf_original,False,False,False,False,Parinari anamensis Hance
Maranthes corymbosa Blume,wfo-0000816420,maranthes corymbosa blume,This is currently accepted.,wfo-0000816420,Maranthes corymbosa Blume,,,wfo-0000816420,bkf_original,False,False,False,False,Maranthes corymbosa Blume
Platea latifolia Blume,wfo-0000476523,platea latifolia blume,This is currently accepted.,wfo-0000476523,Platea latifolia Blume,,,wfo-0000476523,bkf_original,False,False,False,False,Platea latifolia Blume
Medusanthera gracilis (King) Sleumer,wfo-0000373726,medusanthera gracilis (king) sleumer,This is currently accepted.,wfo-0000373726,Medusanthera gracilis (King) Sleumer,,,wfo-0000373726,bkf_original,False,False,False,False,Medusanthera gracilis (King) Sleumer
Gomphandra quadrifida (Blume) Sleumer,,gomphandra quadrifida (blume) sleumer,This is currently accepted.,wfo-0000705406,Gomphandra quadrifida (Blume) Sleumer,,,wfo-0000705406,output7_exact,False,False,False,False,Gomphandra quadrifida (Blume) Sleumer
Gomphandra tetrandra (Wall.) Sleumer,wfo-0000705420,gomphandra tetrandra (wall.) sleumer,This is currently accepted.,wfo-0000705420,Gomphandra tetrandra (Wall.) Sleumer,,,wfo-0000705420,bkf_original,False,False,False,False,Gomphandra tetrandra (Wall.) Sleumer
Gonocaryum lobbianum (Miers) Kurz,wfo-0000706711,gonocaryum lobbianum (miers) kurz,This is currently accepted.,wfo-0000706711,Gonocaryum lobbianum (Miers) Kurz,,,wfo-0000706711,bkf_original,False,False,False,False,Gonocaryum lobbianum (Miers) Kurz
Apodytes dimidiata E.Mey. ex Arn.,wfo-0000540853,apodytes dimidiata e.mey. ex arn.,This is currently accepted.,wfo-0000540853,Apodytes dimidiata E.Mey. ex Arn.,,,wfo-0000540853,bkf_original,False,False,False,False,Apodytes dimidiata E.Mey. ex Arn.
Mappia nimmoniana,wfo-0000378983,mappia nimmoniana,Mappia nimmoniana,wfo-0001423787,Mappia nimmoniana (J.Graham) Byng & Stull,,,wfo-0000378983,bkf_original,True,False,False,True,
Mappia montana,wfo-0000378981,mappia montana,Mappia montana,wfo-0000373821,Mappia montana (Blume) Miers,,,wfo-0000378981,bkf_original,True,False,False,True,
Pittosporopsis kerrii Craib,wfo-0000465355,pittosporopsis kerrii craib,This is currently accepted.,wfo-0000465355,Pittosporopsis kerrii Craib,,,wfo-0000465355,bkf_original,False,False,False,False,Pittosporopsis kerrii Craib
Stemonurus malaccensis (Mast.) Sleumer,wfo-0000498751,stemonurus malaccensis (mast.) sleumer,This is currently accepted.,wfo-0000498751,Stemonurus malaccensis (Mast.) Sleumer,,,wfo-0000498751,bkf_original,False,False,False,False,Stemonurus malaccensis (Mast.) Sleumer
Iodes cirrhosa Turcz.,wfo-0000731861,iodes cirrhosa turcz.,This is currently accepted.,wfo-0000731861,Iodes cirrhosa Turcz.,,,wfo-0000731861,bkf_original,False,False,False,False,Iodes cirrhosa Turcz.
Iodes vitiginea (Hance) Hemsl.,wfo-0001228107,iodes vitiginea (hance) hemsl.,This is currently accepted.,wfo-0001228107,Iodes vitiginea (Hance) Hemsl.,,,wfo-0001228107,bkf_original,False,False,False,False,Iodes vitiginea (Hance) Hemsl.
Pyrenacantha volubilis Wight,,pyrenacantha volubilis wight,This is currently accepted.,wfo-0001067131,Pyrenacantha volubilis Wight,,,wfo-0001067131,output7_exact,False,False,False,False,Pyrenacantha volubilis Wight
Natsiatum herpeticum Buch.-Ham. ex Arn.,wfo-0000379073,natsiatum herpeticum buch.-ham. ex arn.,This is currently accepted.,wfo-0000379073,Natsiatum herpeticum Buch.-Ham. ex Arn.,,,wfo-0000379073,bkf_original,False,False,False,False,Natsiatum herpeticum Buch.-Ham. ex Arn.
Miquelia kleinii Meisn.,wfo-0000373715,miquelia kleinii meisn.,This is currently accepted.,wfo-0000373715,Miquelia kleinii Meisn.,,,wfo-0000373715,bkf_original,False,False,False,False,Miquelia kleinii Meisn.
Phytocrene oblonga Wall.,wfo-0000465335,phytocrene oblonga wall.,This is currently accepted.,wfo-0000465335,Phytocrene oblonga Wall.,,,wfo-0000465335,bkf_original,False,False,False,False,Phytocrene oblonga Wall.
Phytocrene palmata Wall.,wfo-0000465332,phytocrene palmata wall.,This is currently accepted.,wfo-0000465332,Phytocrene palmata Wall.,,,wfo-0000465332,bkf_original,False,False,False,False,Phytocrene palmata Wall.
Phytocrene bracteata Wall.,wfo-0000465385,phytocrene bracteata wall.,This is currently accepted.,wfo-0000465385,Phytocrene bracteata Wall.,,,wfo-0000465385,bkf_original,False,False,False,False,Phytocrene bracteata Wall.
Cardiopteris quinqueloba (Hassk.) Hassk.,wfo-0000802651,cardiopteris quinqueloba (hassk.) hassk.,This is currently accepted.,wfo-0000802651,Cardiopteris quinqueloba (Hassk.) Hassk.,,,wfo-0000802651,bkf_original,False,False,False,False,Cardiopteris quinqueloba (Hassk.) Hassk.
Dillenia parviflora Griff.,wfo-0000647610,dillenia parviflora griff.,This is currently accepted.,wfo-0000647610,Dillenia parviflora Griff.,,,wfo-0000647610,bkf_original,False,False,False,False,Dillenia parviflora Griff.
Dillenia pentagyna Roxb.,wfo-0000647615,dillenia pentagyna roxb.,This is currently accepted.,wfo-0000647615,Dillenia pentagyna Roxb.,,,wfo-0000647615,bkf_original,False,False,False,False,Dillenia pentagyna Roxb.
Dillenia aurea Sm.,wfo-0000647511,dillenia aurea sm.,This is currently accepted.,wfo-0000647511,Dillenia aurea Sm.,,,wfo-0000647511,bkf_original,False,False,False,False,Dillenia aurea Sm.
Dillenia obovata (Blume) Hoogland,wfo-0000647601,dillenia obovata (blume) hoogland,This is currently accepted.,wfo-0000647601,Dillenia obovata (Blume) Hoogland,,,wfo-0000647601,bkf_original,False,False,False,False,Dillenia obovata (Blume) Hoogland
Dillenia ovata,wfo-0000647555,dillenia ovata,Dillenia ovata,wfo-0000647605,Dillenia ovata Wall. ex Hook.f. & Thomson,,,wfo-0000647555,bkf_original,True,False,False,True,
Dillenia suffruticosa (Grillf.) Martelli,wfo-0000647643,dillenia suffruticosa (grillf.) martelli,This is currently accepted.,,,wfo-0000647643,Dillenia suffruticosa (Griff. ex Hook.f. & Thomson) Martelli,wfo-0000647643,bkf_original,False,False,False,False,
Dillenia excelsa (Jack) Martelli ex Gilg.,wfo-0000647544,dillenia excelsa (jack) martelli ex gilg.,This is currently accepted.,,,,,wfo-0000647544,bkf_original,False,False,False,False,
Dillenia hookeri Pierre,wfo-0000647562,dillenia hookeri pierre,This is currently accepted.,wfo-0000647562,Dillenia hookeri Pierre,,,wfo-0000647562,bkf_original,False,False,False,False,Dillenia hookeri Pierre
Dillenia ovata Wall. ex Hook.f. & Thomson,wfo-0000647605,dillenia ovata wall. ex hook.f. & thomson,This is currently accepted.,wfo-0000647605,Dillenia ovata Wall. ex Hook.f. & Thomson,,,wfo-0000647605,bkf_original,False,False,False,False,Dillenia ovata Wall. ex Hook.f. & Thomson
Dillenia indica L.,wfo-0000647564,dillenia indica l.,This is currently accepted.,wfo-0000647564,Dillenia indica L.,,,wfo-0000647564,bkf_original,False,False,False,False,Dillenia indica L.
Acrotrema costatum Jack,wfo-0000518969,acrotrema costatum jack,This is currently accepted.,wfo-0000518969,Acrotrema costatum Jack,,,wfo-0000518969,bkf_original,False,False,False,False,Acrotrema costatum Jack
Tetracera scandens (L.) Merr.,wfo-0001045865,tetracera scandens (l.) merr.,This is currently accepted.,wfo-0001045865,Tetracera scandens (L.) Merr.,,,wfo-0001045865,bkf_original,False,False,False,False,Tetracera scandens (L.) Merr.
Tetracera sarmentosa (L.) Vahl,wfo-0001045885,tetracera sarmentosa (l.) vahl,This is currently accepted.,wfo-0001045885,Tetracera sarmentosa (L.) Vahl,,,wfo-0001045885,bkf_original,False,False,False,False,Tetracera sarmentosa (L.) Vahl
Tetracera loureiroi (Finet & Gagnep.) Pierre ex Craib,wfo-0000408341,tetracera loureiroi (finet & gagnep.) pierre ex craib,This is currently accepted.,wfo-0000408341,Tetracera loureiroi (Finet & Gagnep.) Pierre ex Craib,,,wfo-0000408341,bkf_original,False,False,False,False,Tetracera loureiroi (Finet & Gagnep.) Pierre ex Craib
Tetracera indica (Christm. & Panz.) Merr.,wfo-0001267164,tetracera indica (christm. & panz.) merr.,This is currently accepted.,wfo-0001267164,Tetracera indica (Christm. & Panz.) Merr.,,,wfo-0001267164,bkf_original,False,False,False,False,Tetracera indica (Christm. & Panz.) Merr.
Saurauia napaulensis DC.,wfo-0001224545,saurauia napaulensis dc.,This is currently accepted.,wfo-0001224545,Saurauia napaulensis DC.,,,wfo-0001224545,bkf_original,False,False,False,False,Saurauia napaulensis DC.
Saurauia tristyla DC.,wfo-0001225014,saurauia tristyla dc.,This is currently accepted.,wfo-0001225014,Saurauia tristyla DC.,,,wfo-0001225014,bkf_original,False,False,False,False,Saurauia tristyla DC.
Saurauia roxburghii Wall.,wfo-0000500955,saurauia roxburghii wall.,This is currently accepted.,wfo-0000500955,Saurauia roxburghii Wall.,,,wfo-0000500955,bkf_original,False,False,False,False,Saurauia roxburghii Wall.
Kadsura coccinea,wfo-0000357312,kadsura coccinea,Kadsura coccinea,wfo-0000357302,Kadsura coccinea (Lem.) A.C.Sm.,,,wfo-0000357312,bkf_original,True,False,False,True,
Kadsura heteroclita (Roxb.) Craib,wfo-0000357309,kadsura heteroclita (roxb.) craib,This is currently accepted.,wfo-0000357309,Kadsura heteroclita (Roxb.) Craib,,,wfo-0000357309,bkf_original,False,False,False,False,Kadsura heteroclita (Roxb.) Craib
Kadsura scandens (Blume) Blume,wfo-0000357329,kadsura scandens (blume) blume,This is currently accepted.,wfo-0000357329,Kadsura scandens (Blume) Blume,,,wfo-0000357329,bkf_original,False,False,False,False,Kadsura scandens (Blume) Blume
Illicium stapfii,wfo-0000730095,illicium stapfii,Illicium stapfii,wfo-0000730102,Illicium stapfii Merr.,,,wfo-0000730095,bkf_original,True,False,False,True,
Illicium tenuifolium (Ridl.) A.C.Sm.,wfo-0001254717,illicium tenuifolium (ridl.) a.c.sm.,This is currently accepted.,wfo-0001254717,Illicium tenuifolium (Ridl.) A.C.Sm.,,,wfo-0001254717,bkf_original,False,False,False,False,Illicium tenuifolium (Ridl.) A.C.Sm.
Rourea minor (Gaertn.) Leenh.,wfo-0000403186,rourea minor (gaertn.) leenh.,This is currently accepted.,,,,,wfo-0000403186,bkf_original,False,False,False,False,
Rourea prainiana Talbot,wfo-0000403288,rourea prainiana talbot,This is currently accepted.,wfo-0000403288,Rourea prainiana Talbot,,,wfo-0000403288,bkf_original,False,False,False,False,Rourea prainiana Talbot
Rourea mimosoides (Vahl) Planch.,wfo-0000403185,rourea mimosoides (vahl) planch.,This is currently accepted.,wfo-0000403185,Rourea mimosoides (Vahl) Planch.,,,wfo-0000403185,bkf_original,False,False,False,False,Rourea mimosoides (Vahl) Planch.
Rourea sp.,,rourea sp.,This is currently accepted.,,,wfo-4000033545,Rourea Aubl.,wfo-4000033545,candidates_unique,False,False,False,False,
Rourea stenopetala,wfo-0001278859,rourea stenopetala,Rourea stenopetala,wfo-0000398949,Rourea stenopetala (Griff.) Hook.f.,,,wfo-0001278859,bkf_original,True,False,False,True,
Rourea acutipetala,wfo-0000398943,rourea acutipetala,Rourea acutipetala,wfo-0001278791,Rourea acutipetala Miq.,,,wfo-0000398943,bkf_original,True,False,False,True,
Agelaea trinervis (Llanos) Merr.,wfo-0000523801,agelaea trinervis (llanos) merr.,This is currently accepted.,wfo-0000523801,Agelaea trinervis (Llanos) Merr.,,,wfo-0000523801,bkf_original,False,False,False,False,Agelaea trinervis (Llanos) Merr.
Agelaea borneensis (Hook.f.) Merr.,wfo-0000523712,agelaea borneensis (hook.f.) merr.,This is currently accepted.,wfo-0000523712,Agelaea borneensis (Hook.f.) Merr.,,,wfo-0000523712,bkf_original,False,False,False,False,Agelaea borneensis (Hook.f.) Merr.
Cnestis palala (Lour.) Merr.,wfo-0000612722,cnestis palala (lour.) merr.,This is currently accepted.,wfo-0000612722,Cnestis palala (Lour.) Merr.,,,wfo-0000612722,bkf_original,False,False,False,False,Cnestis palala (Lour.) Merr.
Ellipanthus tomentosus Kurz,,ellipanthus tomentosus kurz,This is currently accepted.,wfo-0000666433,Ellipanthus tomentosus Kurz,,,wfo-0000666433,output7_exact,False,False,False,False,Ellipanthus tomentosus Kurz
Connarus semidecandrus Jack,wfo-0000618259,connarus semidecandrus jack,This is currently accepted.,wfo-0000618259,Connarus semidecandrus Jack,,,wfo-0000618259,bkf_original,False,False,False,False,Connarus semidecandrus Jack
Connarus ferrugineus Jack,wfo-0000618079,connarus ferrugineus jack,This is currently accepted.,wfo-0000618079,Connarus ferrugineus Jack,,,wfo-0000618079,bkf_original,False,False,False,False,Connarus ferrugineus Jack
Connarus planchonianus G.Schellenb.,wfo-0000618214,connarus planchonianus g.schellenb.,This is currently accepted.,wfo-0000618214,Connarus planchonianus G.Schellenb.,,,wfo-0000618214,bkf_original,False,False,False,False,Connarus planchonianus G.Schellenb.
Connarus paniculatus Roxb.,wfo-0000618197,connarus paniculatus roxb.,This is currently accepted.,wfo-0000618197,Connarus paniculatus Roxb.,,,wfo-0000618197,bkf_original,False,False,False,False,Connarus paniculatus Roxb.
Connarus monocarpus L.,,connarus monocarpus l.,This is currently accepted.,,,wfo-0000618164,Connarus monocarpus Wight & Arn.,wfo-0000618164,candidates_unique,False,False,False,False,
Connarus cochinchinensis (Baill.) Pierre,wfo-0000618040,connarus cochinchinensis (baill.) pierre,This is currently accepted.,wfo-0000618040,Connarus cochinchinensis (Baill.) Pierre,,,wfo-0000618040,bkf_original,False,False,False,False,Connarus cochinchinensis (Baill.) Pierre
Neuwiedia siamensis de Vogel,wfo-0000251826,neuwiedia siamensis de vogel,This is currently accepted.,,,,,wfo-0000251826,bkf_original,False,False,False,False,
Neuwiedia zollingeri Reichb.f.,,neuwiedia zollingeri reichb.f.,This is currently accepted.,,,wfo-0000251829,Neuwiedia zollingeri Rchb.f.,wfo-0000251829,candidates_unique,False,False,False,False,
Apostasia odorata Blume,wfo-0000249997,apostasia odorata blume,This is currently accepted.,wfo-0000249997,Apostasia odorata Blume,,,wfo-0000249997,bkf_original,False,False,False,False,Apostasia odorata Blume
Apostasia wallichii R.Br.,wfo-0000250068,apostasia wallichii r.br.,This is currently accepted.,wfo-0000250068,Apostasia wallichii R.Br.,,,wfo-0000250068,bkf_original,False,False,False,False,Apostasia wallichii R.Br.
Apostasia nuda R.Br.,wfo-0000249986,apostasia nuda r.br.,This is currently accepted.,wfo-0000249986,Apostasia nuda R.Br.,,,wfo-0000249986,bkf_original,False,False,False,False,Apostasia nuda R.Br.
Actinidia latifolia (Gardner & Champ.) Merr.,wfo-0000519280,actinidia latifolia (gardner & champ.) merr.,This is currently accepted.,wfo-0000519280,Actinidia latifolia (Gardner & Champ.) Merr.,,,wfo-0000519280,bkf_original,False,False,False,False,Actinidia latifolia (Gardner & Champ.) Merr.
Actinidia rubricaulis Dunn,wfo-0000519327,actinidia rubricaulis dunn,This is currently accepted.,wfo-0000519327,Actinidia rubricaulis Dunn,,,wfo-0000519327,bkf_original,False,False,False,False,Actinidia rubricaulis Dunn
Sladenia celastrifolia Kurz,wfo-0001142241,sladenia celastrifolia kurz,This is currently accepted.,wfo-0001142241,Sladenia celastrifolia Kurz,,,wfo-0001142241,bkf_original,False,False,False,False,Sladenia celastrifolia Kurz
Pyrenaria diospyricarpa,wfo-0001276139,pyrenaria diospyricarpa,Pyrenaria diospyricarpa,wfo-0001274901,Pyrenaria diospyricarpa Kurz,,,wfo-0001276139,bkf_original,True,False,False,True,
Pyrenaria diospyricarpa,wfo-0001247266,pyrenaria diospyricarpa,Pyrenaria diospyricarpa,wfo-0001274901,Pyrenaria diospyricarpa Kurz,,,wfo-0001247266,bkf_original,True,False,False,True,
Polyspora dalglieshiana,wfo-0000707653,polyspora dalglieshiana,Polyspora dalglieshiana,wfo-0001332644,"Polyspora dalglieshiana (Craib) Orel, Peter G.Wilson, Curry & Luu",,,wfo-0000707653,bkf_original,True,False,False,True,
Polyspora axillaris,wfo-0000707635,polyspora axillaris,Polyspora axillaris,,,,,wfo-0000707635,bkf_original,False,False,False,False,
Schima wallichii (DC.) Korth,wfo-0001237310,schima wallichii (dc.) korth,This is currently accepted.,,,,,wfo-0001237310,bkf_original,False,False,False,False,
Camellia pleurocarpa (Gagnep.) Sealy,wfo-0000582598,camellia pleurocarpa (gagnep.) sealy,This is currently accepted.,wfo-0000582598,Camellia pleurocarpa (Gagnep.) Sealy,,,wfo-0000582598,bkf_original,False,False,False,False,Camellia pleurocarpa (Gagnep.) Sealy
Camellia tenii Sealy,wfo-0000582708,camellia tenii sealy,This is currently accepted.,wfo-0000582708,Camellia tenii Sealy,,,wfo-0000582708,bkf_original,False,False,False,False,Camellia tenii Sealy
Camellia connata (Craib) Craib,wfo-0000582291,camellia connata (craib) craib,This is currently accepted.,wfo-0000582291,Camellia connata (Craib) Craib,,,wfo-0000582291,bkf_original,False,False,False,False,Camellia connata (Craib) Craib
Camellia taliensis (W.W.Sm.) Melch.,wfo-0000582705,camellia taliensis (w.w.sm.) melch.,This is currently accepted.,wfo-0000582705,Camellia taliensis (W.W.Sm.) Melch.,,,wfo-0000582705,bkf_original,False,False,False,False,Camellia taliensis (W.W.Sm.) Melch.
Anneslea fragrans Wall.,wfo-0000537574,anneslea fragrans wall.,This is currently accepted.,wfo-0000537574,Anneslea fragrans Wall.,,,wfo-0000537574,bkf_original,False,False,False,False,Anneslea fragrans Wall.
Adinandra oblonga Craib,wfo-0000520952,adinandra oblonga craib,This is currently accepted.,wfo-0000520952,Adinandra oblonga Craib,,,wfo-0000520952,bkf_original,False,False,False,False,Adinandra oblonga Craib
Adinandra integerrima T.Anders. ex Dyer,wfo-0000520896,adinandra integerrima t.anders. ex dyer,This is currently accepted.,,,wfo-0000520896,Adinandra integerrima T.Anderson ex Dyer,wfo-0000520896,bkf_original,False,False,False,False,
Adinandra laotica Gagnep.,wfo-0000520912,adinandra laotica gagnep.,This is currently accepted.,wfo-0000520912,Adinandra laotica Gagnep.,,,wfo-0000520912,bkf_original,False,False,False,False,Adinandra laotica Gagnep.
Adinandra sarosanthera Miq.,wfo-0000520976,adinandra sarosanthera miq.,This is currently accepted.,wfo-0000520976,Adinandra sarosanthera Miq.,,,wfo-0000520976,bkf_original,False,False,False,False,Adinandra sarosanthera Miq.
Cleyera japonica Thunb.,wfo-0000611772,cleyera japonica thunb.,This is currently accepted.,wfo-0000611772,Cleyera japonica Thunb.,,,wfo-0000611772,bkf_original,False,False,False,False,Cleyera japonica Thunb.
Ternstroemia wallichiana (Griff.) Engl.,wfo-0000459361,ternstroemia wallichiana (griff.) engl.,This is currently accepted.,wfo-1200070609,Ternstroemia wallichiana (Griff.) Engl.,,,wfo-0000459361,bkf_original,True,False,False,True,
Ternstroemia gymnanthera (Wight & Arn.) Bedd.,wfo-0001246402,ternstroemia gymnanthera (wight & arn.) bedd.,This is currently accepted.,wfo-0001246402,Ternstroemia gymnanthera (Wight & Arn.) Bedd.,,,wfo-0001246402,bkf_original,False,False,False,False,Ternstroemia gymnanthera (Wight & Arn.) Bedd.
Eurya acuminata DC.,,eurya acuminata dc.,This is currently accepted.,wfo-0000682913,Eurya acuminata DC.,,,wfo-0000682913,output7_exact,False,False,False,False,Eurya acuminata DC.
Eurya nitida Korth.,,eurya nitida korth.,This is currently accepted.,wfo-0000683161,Eurya nitida Korth.,,,wfo-0000683161,output7_exact,False,False,False,False,Eurya nitida Korth.
Ploiarium elegans,wfo-0001039031,ploiarium elegans,Ploiarium elegans,wfo-0001035310,Ploiarium elegans Korth.,,,wfo-0001039031,bkf_original,True,False,False,True,
Centrolepis cambodiana Hance,wfo-0000353066,centrolepis cambodiana hance,This is currently accepted.,wfo-0000353066,Centrolepis cambodiana Hance,,,wfo-0000353066,bkf_original,False,False,False,False,Centrolepis cambodiana Hance
Flagellaria indica L.,wfo-0000424775,flagellaria indica l.,This is currently accepted.,wfo-0000424775,Flagellaria indica L.,,,wfo-0000424775,bkf_original,False,False,False,False,Flagellaria indica L.
Hanguana malayana (Jack) Merr.,wfo-0000434744,hanguana malayana (jack) merr.,This is currently accepted.,wfo-0000434744,Hanguana malayana (Jack) Merr.,,,wfo-0000434744,bkf_original,False,False,False,False,Hanguana malayana (Jack) Merr.
Juncus effusus L.,wfo-0000776350,juncus effusus l.,This is currently accepted.,wfo-0000776350,Juncus effusus L.,,,wfo-0000776350,bkf_original,False,False,False,False,Juncus effusus L.
Juncus prismatocarpus R.Br.,wfo-0000777104,juncus prismatocarpus r.br.,This is currently accepted.,wfo-0000777104,Juncus prismatocarpus R.Br.,,,wfo-0000777104,bkf_original,False,False,False,False,Juncus prismatocarpus R.Br.
Orchidantha siamensis K.Larsen,wfo-0000480198,orchidantha siamensis k.larsen,This is currently accepted.,wfo-0000480198,Orchidantha siamensis K.Larsen,,,wfo-0000480198,bkf_original,False,False,False,False,Orchidantha siamensis K.Larsen
Dapsilanthus disjunctus,wfo-0000460076,dapsilanthus disjunctus,Dapsilanthus disjunctus,wfo-0000385684,Dapsilanthus disjunctus (Mast.) B.G.Briggs & L.A.S.Johnson,,,wfo-0000460076,bkf_original,True,False,False,True,
