wfo_id,wfo_full_name,wfo_check,input_name_string
wfo-0000914585,Stichoneuron calcicola Inthachub,Code/Plantae/Pteridobiotina/Angiosperms/Pandanales/Stemonaceae/Stichoneuron/calcicola,stichoneuron calcicola inthachub
wfo-0000740183,Stichoneuron caudatum Ridl.,Code/Plantae/Pteridobiotina/Angiosperms/Pandanales/Stemonaceae/Stichoneuron/caudatum,stichoneuron caudatum ridl.
,,10 candidates found.,stichoneuron halabalensis inthachub
wfo-0000223543,Lasia spinosa (L.) Thwaites,Code/Plantae/Pteridobiotina/Angiosperms/Alismatales/Araceae/Lasia/spinosa,lasia spinosa (l.) thwaites
wfo-0000281440,Pothos scandens L.,Code/Plantae/Pteridobiotina/Angiosperms/Alismatales/Araceae/Pothos/scandens,pothos scandens l.
wfo-0000281361,Pothos macrocephalus Scort. ex Hook.f.,Code/Plantae/Pteridobiotina/Angiosperms/Alismatales/Araceae/Pothos/macrocephalus,pothos macrocephalus scort. ex hook.f.
wfo-0000281259,Pothos chinensis (Raf.) Merr.,Code/Plantae/Pteridobiotina/Angiosperms/Alismatales/Araceae/Pothos/chinensis,pothos chinensis (raf.) merr.
,,2 candidates found.,pothos roxburghii
wfo-0000281273,Pothos curtisii Hook.f.,Code/Plantae/Pteridobiotina/Angiosperms/Alismatales/Araceae/Pothos/curtisii,pothos curtisii hook.f.
wfo-0000281332,Pothos kingii Hook.f.,Code/Plantae/Pteridobiotina/Angiosperms/Alismatales/Araceae/Pothos/kingii,pothos kingii hook.f.
wfo-0000281478,Pothos wallichii Hook.f.,unplaced,pothos wallichii hook.f.
wfo-0000281345,Pothos leptostachyus Schott,Code/Plantae/Pteridobiotina/Angiosperms/Alismatales/Araceae/Pothos/leptostachyus,pothos leptostachyus schott
wfo-0000289098,Pycnospatha arietina Gagnep.,Code/Plantae/Pteridobiotina/Angiosperms/Alismatales/Araceae/Pycnospatha/arietina,pycnospatha arietina gagnep.
wfo-0000289099,Pycnospatha palmata Gagnep.,Code/Plantae/Pteridobiotina/Angiosperms/Alismatales/Araceae/Pycnospatha/palmata,pycnospatha palmata gagnep.
wfo-0000916926,Anadendrum griseum P.C.Boyce,Code/Plantae/Pteridobiotina/Angiosperms/Alismatales/Araceae/Anadendrum/griseum,anadendrum griseum p.c.boyce
wfo-0000916925,Anadendrum marcesovaginatum P.C.Boyce,Code/Plantae/Pteridobiotina/Angiosperms/Alismatales/Araceae/Anadendrum/marcesovaginatum,anadendrum marcesovaginatum p.c.boyce
wfo-0000969180,Anadendrum angustifolium Engl.,Code/Plantae/Pteridobiotina/Angiosperms/Alismatales/Araceae/Anadendrum/angustifolium,anadendrum angustifolium engl.
wfo-0000916924,Anadendrum badium P.C.Boyce,Code/Plantae/Pteridobiotina/Angiosperms/Alismatales/Araceae/Anadendrum/badium,anadendrum badium p.c.boyce
wfo-0000967496,Amydrium medium (Zoll. & Moritzi) Nicolson,Code/Plantae/Pteridobiotina/Angiosperms/Alismatales/Araceae/Amydrium/medium,amydrium medium (zoll. & moritzi) nicolson
wfo-0000307271,Scindapsus officinalis (Roxb.) Schott,Code/Plantae/Pteridobiotina/Angiosperms/Alismatales/Araceae/Scindapsus/officinalis,scindapsus officinalis (roxb.) schott
wfo-0000307248,Scindapsus hederaceus Miq.,Code/Plantae/Pteridobiotina/Angiosperms/Alismatales/Araceae/Scindapsus/hederaceus,scindapsus hederaceus miq.
wfo-0000307261,Scindapsus maclurei (Merr.) Merr. & F.P.Metcalf,Code/Plantae/Pteridobiotina/Angiosperms/Alismatales/Araceae/Scindapsus/maclurei,scindapsus maclurei (merr.) merr. & f.p.metcalf
wfo-0000307294,Scindapsus scortechinii Hook.f.,Code/Plantae/Pteridobiotina/Angiosperms/Alismatales/Araceae/Scindapsus/scortechinii,scindapsus scortechinii hook.f.
wfo-0000295980,Rhaphidophora hookeri Schott,Code/Plantae/Pteridobiotina/Angiosperms/Alismatales/Araceae/Rhaphidophora/hookeri,rhaphidophora hookeri schott
wfo-0000296021,Rhaphidophora megaphylla H.Li,Code/Plantae/Pteridobiotina/Angiosperms/Alismatales/Araceae/Rhaphidophora/megaphylla,rhaphidophora megaphylla h.li
wfo-0000296027,Rhaphidophora minor Hook.f.,Code/Plantae/Pteridobiotina/Angiosperms/Alismatales/Araceae/Rhaphidophora/minor,rhaphidophora minor hook.f.
wfo-0000296013,Rhaphidophora lobbii Schott,Code/Plantae/Pteridobiotina/Angiosperms/Alismatales/Araceae/Rhaphidophora/lobbii,rhaphidophora lobbii schott
wfo-0000296017,Rhaphidophora maingayi Hook.f.,Code/Plantae/Pteridobiotina/Angiosperms/Alismatales/Araceae/Rhaphidophora/maingayi,rhaphidophora maingayi hook.f.
wfo-0000295930,Rhaphidophora crassifolia Hook.f.,Code/Plantae/Pteridobiotina/Angiosperms/Alismatales/Araceae/Rhaphidophora/crassifolia,rhaphidophora crassifolia hook.f.
wfo-0000296029,Rhaphidophora montana (Blume) Schott,Code/Plantae/Pteridobiotina/Angiosperms/Alismatales/Araceae/Rhaphidophora/montana,rhaphidophora montana (blume) schott
wfo-0000296090,Rhaphidophora sylvestris (Blume) Engl.,Code/Plantae/Pteridobiotina/Angiosperms/Alismatales/Araceae/Rhaphidophora/sylvestris,rhaphidophora sylvestris (blume) engl.
wfo-0000295923,Rhaphidophora chevalieri Gagnep.,Code/Plantae/Pteridobiotina/Angiosperms/Alismatales/Araceae/Rhaphidophora/chevalieri,rhaphidophora chevalieri gagnep.
wfo-0000295951,Rhaphidophora falcata Ridl.,Code/Plantae/Pteridobiotina/Angiosperms/Alismatales/Araceae/Rhaphidophora/falcata,rhaphidophora falcata ridl.
wfo-0000296055,Rhaphidophora peepla (Roxb.) Schott,Code/Plantae/Pteridobiotina/Angiosperms/Alismatales/Araceae/Rhaphidophora/peepla,rhaphidophora peepla (roxb.) schott
wfo-0000295909,Rhaphidophora beccarii (Engl.) Engl.,Code/Plantae/Pteridobiotina/Angiosperms/Alismatales/Araceae/Rhaphidophora/beccarii,rhaphidophora beccarii (engl.) engl.
wfo-0000295996,Rhaphidophora korthalsii Schott,Code/Plantae/Pteridobiotina/Angiosperms/Alismatales/Araceae/Rhaphidophora/korthalsii,rhaphidophora korthalsii schott
wfo-0000296095,Rhaphidophora tetrasperma Hook.f.,Code/Plantae/Pteridobiotina/Angiosperms/Alismatales/Araceae/Rhaphidophora/tetrasperma,rhaphidophora tetrasperma hook.f.
wfo-0000296059,Rhaphidophora pertusa (Roxb.) Schott,Code/Plantae/Pteridobiotina/Angiosperms/Alismatales/Araceae/Rhaphidophora/pertusa,rhaphidophora pertusa (roxb.) schott
wfo-0000295939,Rhaphidophora decursiva (Roxb.) Schott,Code/Plantae/Pteridobiotina/Angiosperms/Alismatales/Araceae/Rhaphidophora/decursiva,rhaphidophora decursiva (roxb.) schott
wfo-0000295963,Rhaphidophora glauca (Wall.) Schott,Code/Plantae/Pteridobiotina/Angiosperms/Alismatales/Araceae/Rhaphidophora/glauca,rhaphidophora glauca (wall.) schott
wfo-0000952380,Epipremnum giganteum (Roxb.) Schott,Code/Plantae/Pteridobiotina/Angiosperms/Alismatales/Araceae/Epipremnum/giganteum,epipremnum giganteum (roxb.) schott
wfo-0000952406,Epipremnum pinnatum (L.) Engl.,Code/Plantae/Pteridobiotina/Angiosperms/Alismatales/Araceae/Epipremnum/pinnatum,epipremnum pinnatum (l.) engl.
wfo-0000952367,Epipremnum aureum (Linden & André) G.S.Bunting,Code/Plantae/Pteridobiotina/Angiosperms/Alismatales/Araceae/Epipremnum/aureum,epipremnum aureum (linden & andré) g.s.bunting
wfo-0000273956,Pistia stratiotes L.,Code/Plantae/Pteridobiotina/Angiosperms/Alismatales/Araceae/Pistia/stratiotes,pistia stratiotes l.
wfo-0000911382,Amorphophallus serrulatus Hett. & A.Galloway,Code/Plantae/Pteridobiotina/Angiosperms/Alismatales/Araceae/Amorphophallus/serrulatus,amorphophallus serrulatus hett. & a.galloway
wfo-0000965051,Amorphophallus obscurus Hett. & Sizemore,Code/Plantae/Pteridobiotina/Angiosperms/Alismatales/Araceae/Amorphophallus/obscurus,amorphophallus obscurus hett. & sizemore
wfo-0000965291,Amorphophallus polyanthus Hett. & Sizemore,Code/Plantae/Pteridobiotina/Angiosperms/Alismatales/Araceae/Amorphophallus/polyanthus,amorphophallus polyanthus hett. & sizemore
wfo-0000963630,Amorphophallus cirrifer Stapf,Code/Plantae/Pteridobiotina/Angiosperms/Alismatales/Araceae/Amorphophallus/cirrifer,amorphophallus cirrifer stapf
wfo-0000965302,Amorphophallus prainii Hook.f.,Code/Plantae/Pteridobiotina/Angiosperms/Alismatales/Araceae/Amorphophallus/prainii,amorphophallus prainii hook.f.
wfo-0001084330,Amorphophallus bangkokensis Gagnep.,Code/Plantae/Pteridobiotina/Angiosperms/Alismatales/Araceae/Amorphophallus/bangkokensis,amorphophallus bangkokensis gagnep.
wfo-0000965117,Amorphophallus paeoniifolius (Dennst.) Nicolson,Code/Plantae/Pteridobiotina/Angiosperms/Alismatales/Araceae/Amorphophallus/paeoniifolius,amorphophallus paeoniifolius (dennst.) nicolson
,,10 candidates found.,amorphophallus muelleri blume
wfo-0000963705,Amorphophallus corrugatus N.E.Br.,Code/Plantae/Pteridobiotina/Angiosperms/Alismatales/Araceae/Amorphophallus/corrugatus,amorphophallus corrugatus n.e.br.
wfo-0000965681,Amorphophallus sumawongii (Bogner) Bogner & Mayo,Code/Plantae/Pteridobiotina/Angiosperms/Alismatales/Araceae/Amorphophallus/sumawongii,amorphophallus sumawongii (bogner) bogner & mayo
wfo-0000962985,Amorphophallus aberrans Hett.,Code/Plantae/Pteridobiotina/Angiosperms/Alismatales/Araceae/Amorphophallus/aberrans,amorphophallus aberrans hett.
wfo-0000911380,Amorphophallus reflexus Hett. & A.Galloway,Code/Plantae/Pteridobiotina/Angiosperms/Alismatales/Araceae/Amorphophallus/reflexus,amorphophallus reflexus hett. & a.galloway
wfo-0000963094,Amorphophallus amygdaloides Hett. & Sizemore,Code/Plantae/Pteridobiotina/Angiosperms/Alismatales/Araceae/Amorphophallus/amygdaloides,amorphophallus amygdaloides hett. & sizemore
wfo-0000965476,Amorphophallus saraburensis Gagnep.,Code/Plantae/Pteridobiotina/Angiosperms/Alismatales/Araceae/Amorphophallus/saraburensis,amorphophallus saraburensis gagnep.
,,1 candidates found.,amorphophallus scutatus hett. & t.c.chapman
wfo-0000964996,Amorphophallus napiger Gagnep.,Code/Plantae/Pteridobiotina/Angiosperms/Alismatales/Araceae/Amorphophallus/napiger,amorphophallus napiger gagnep.
wfo-0000963266,Amorphophallus atrorubens Hett. & Sizemore,Code/Plantae/Pteridobiotina/Angiosperms/Alismatales/Araceae/Amorphophallus/atrorubens,amorphophallus atrorubens hett. & sizemore
wfo-0000963277,Amorphophallus atroviridis Hett.,Code/Plantae/Pteridobiotina/Angiosperms/Alismatales/Araceae/Amorphophallus/atroviridis,amorphophallus atroviridis hett.
wfo-0000964470,Amorphophallus krausei Engl.,Code/Plantae/Pteridobiotina/Angiosperms/Alismatales/Araceae/Amorphophallus/krausei,amorphophallus krausei engl.
wfo-0000965724,Amorphophallus symonianus Hett. & Sizemore,Code/Plantae/Pteridobiotina/Angiosperms/Alismatales/Araceae/Amorphophallus/symonianus,amorphophallus symonianus hett. & sizemore
wfo-0000964847,Amorphophallus maxwellii Hett.,Code/Plantae/Pteridobiotina/Angiosperms/Alismatales/Araceae/Amorphophallus/maxwellii,amorphophallus maxwellii hett.
wfo-0000964718,Amorphophallus macrorhizus Craib,Code/Plantae/Pteridobiotina/Angiosperms/Alismatales/Araceae/Amorphophallus/macrorhizus,amorphophallus macrorhizus craib
wfo-0000963918,Amorphophallus elatus Hook.f.,Code/Plantae/Pteridobiotina/Angiosperms/Alismatales/Araceae/Amorphophallus/elatus,amorphophallus elatus hook.f.
,,1 candidates found.,amorphophallus cruddasianus prain ex engl.
wfo-0000805227,Amorphophallus fuscus Hett.,Code/Plantae/Pteridobiotina/Angiosperms/Alismatales/Araceae/Amorphophallus/fuscus,amorphophallus fuscus hett.
wfo-0000963072,Amorphophallus albispathus Hett.,Code/Plantae/Pteridobiotina/Angiosperms/Alismatales/Araceae/Amorphophallus/albispathus,amorphophallus albispathus hett.
wfo-0000965764,Amorphophallus tenuispadix Hett.,Code/Plantae/Pteridobiotina/Angiosperms/Alismatales/Araceae/Amorphophallus/tenuispadix,amorphophallus tenuispadix hett.
