wfo_id,wfo_full_name,wfo_check,specific_name
wfo-0000832161,"Ceratophyllum muricatum subsp. muricatum ",Code/Plantae/Pteridobiotina/Angiosperms/Ceratophyllales/Ceratophyllaceae/Ceratophyllum/muricatum/muricatum,"Ceratophyllum muricatum subsp. muricatum"
,,"2 candidates found.","Wissadula periplocifolia (L.) C.Presl ex Thwaites"
wfo-0000512188,"Abutilon persicum (Burm.f.) Merr.",Code/Plantae/Pteridobiotina/Angiosperms/Malvales/Malvaceae/Abutilon/persicum,"Abutilon persicum (Burm.f.) Merr."
wfo-1000064879,"Abutilon substellatum Phuph. & Poopath",Code/Plantae/Pteridobiotina/Angiosperms/Malvales/Malvaceae/Abutilon/substellatum,"Abutilon substellatum Phuph. & Poopath"
wfo-0000512287,"Abutilon sinense Oliv.",Code/Plantae/Pteridobiotina/Angiosperms/Malvales/Malvaceae/Abutilon/sinense,"Abutilon sinense Oliv."
wfo-0000512325,"Abutilon theophrasti Medik.",Code/Plantae/Pteridobiotina/Angiosperms/Malvales/Malvaceae/Abutilon/theophrasti,"Abutilon theophrasti Medik."
wfo-0000511971,"Abutilon hirtum (Lam.) Sweet",Code/Plantae/Pteridobiotina/Angiosperms/Malvales/Malvaceae/Abutilon/hirtum,"Abutilon hirtum (Lam.) Sweet"
wfo-0000511989,"Abutilon indicum (L.) Sweet",Code/Plantae/Pteridobiotina/Angiosperms/Malvales/Malvaceae/Abutilon/indicum,"Abutilon indicum (L.) Sweet"
wfo-0000511951,"Abutilon guineense (Schumach.) Baker f. & Exell",Code/Plantae/Pteridobiotina/Angiosperms/Malvales/Malvaceae/Abutilon/guineense,"Abutilon guineense (Schumach.) Baker f. & Exell"
wfo-0000720286,"Herissantia crispa (L.) Brizicky",Code/Plantae/Pteridobiotina/Angiosperms/Malvales/Malvaceae/Herissantia/crispa,"Herissantia crispa (L.) Brizicky"
wfo-0000449780,"Malachra capitata (L.) L.",Code/Plantae/Pteridobiotina/Angiosperms/Malvales/Malvaceae/Malachra/capitata,"Malachra capitata (L.) L."
wfo-0001078180,"Sida mysorensis Herb.Madr. ex Wight & Arn.",Code/Plantae/Pteridobiotina/Angiosperms/Malvales/Malvaceae/Sida/mysorensis,"Sida mysorensis Wight & Arn."
wfo-0000501713,"Sida cordata (Burm.f.) Borss.Waalk.",Code/Plantae/Pteridobiotina/Angiosperms/Malvales/Malvaceae/Sida/cordata,"Sida cordata (Burm.f.) Borss.Waalk."
wfo-0000505391,"Sida repens Cav.",Code/Plantae/Pteridobiotina/Angiosperms/Malvales/Malvaceae/Sida/repens,"Sida repens Dombey ex Cav."
wfo-0000496936,"Sida acuta Burm.f.",Code/Plantae/Pteridobiotina/Angiosperms/Malvales/Malvaceae/Sida/acuta,"Sida acuta Burm.f."
wfo-0001078114,"Sida subcordata Span.",Code/Plantae/Pteridobiotina/Angiosperms/Malvales/Malvaceae/Sida/subcordata,"Sida subcordata Span."
wfo-0000501705,"Sida cordifolia L.",Code/Plantae/Pteridobiotina/Angiosperms/Malvales/Malvaceae/Sida/cordifolia,"Sida cordifolia L."
wfo-0000496924,"Sida alnifolia L.",Code/Plantae/Pteridobiotina/Angiosperms/Malvales/Malvaceae/Sida/rhombifolia/alnifolia$Sida/alnifolia,"Sida alnifolia L."
wfo-0000505360,"Sida rhombifolia L.",Code/Plantae/Pteridobiotina/Angiosperms/Malvales/Malvaceae/Sida/rhombifolia,"Sida rhombifolia L."
wfo-1000034807,"Thepparatia scandens (Roxb. ex G.Don) Phuph.",Code/Plantae/Pteridobiotina/Angiosperms/Malvales/Malvaceae/Thepparatia/scandens,"Thepparatia scandens (Roxb. ex G.Don) Phuph."
wfo-0000707825,"Gossypium arboreum L.",Code/Plantae/Pteridobiotina/Angiosperms/Malvales/Malvaceae/Gossypium/arboreum,"Gossypium arboreum L."
wfo-0000707926,"Gossypium herbaceum L.",Code/Plantae/Pteridobiotina/Angiosperms/Malvales/Malvaceae/Gossypium/herbaceum,"Gossypium herbaceum L."
wfo-0000707843,"Gossypium barbadense L.",Code/Plantae/Pteridobiotina/Angiosperms/Malvales/Malvaceae/Gossypium/barbadense,"Gossypium barbadense L."
wfo-0000707931,"Gossypium hirsutum L.",Code/Plantae/Pteridobiotina/Angiosperms/Malvales/Malvaceae/Gossypium/hirsutum,"Gossypium hirsutum L."
,,"1 candidates found.","Thespesia populnea (L.) Sol. ex Corrêa"
,,"1 candidates found.","Thespesia lampas (Cav.) Dalzell & Gibs."
wfo-0000644955,"Dicellostyles zizyphifolia (Griff.) Phuph.",Code/Plantae/Pteridobiotina/Angiosperms/Malvales/Malvaceae/Nayariophyton/zizyphifolium$Dicellostyles/zizyphifolia,"Dicellostyles zizyphifolia (Griff.) Phuph."
wfo-0001076690,"Kydia calycina Roxb.",Code/Plantae/Pteridobiotina/Angiosperms/Malvales/Malvaceae/Kydia/calycina,"Kydia calycina Roxb."
,,"1 candidates found.","Abelmoschus manihot (L.) Medik. var. pungens (Roxb.) Hochr."
wfo-0000510836,"Abelmoschus angulosus Wight & Arn.",Code/Plantae/Pteridobiotina/Angiosperms/Malvales/Malvaceae/Abelmoschus/angulosus,"Abelmoschus angulosus Wall. ex Wight & Arn."
wfo-0000510854,"Abelmoschus crinitus Wall.",Code/Plantae/Pteridobiotina/Angiosperms/Malvales/Malvaceae/Abelmoschus/crinitus,"Abelmoschus crinitus Wall."
wfo-0000510862,"Abelmoschus esculentus (L.) Moench",Code/Plantae/Pteridobiotina/Angiosperms/Malvales/Malvaceae/Abelmoschus/esculentus,"Abelmoschus esculentus (L.) Moench"
wfo-0000510888,"Abelmoschus moschatus Medik.",Code/Plantae/Pteridobiotina/Angiosperms/Malvales/Malvaceae/Abelmoschus/moschatus,"Abelmoschus moschatus Medik."
,,"1 candidates found.","Abelmoschus sagittifolius (Kurz) Merr."
wfo-0000722400,"Hibiscus cannabinus L.",Code/Plantae/Pteridobiotina/Angiosperms/Malvales/Malvaceae/Hibiscus/cannabinus,"Hibiscus cannabinus L."
wfo-0000722975,"Hibiscus radiatus Cav.",Code/Plantae/Pteridobiotina/Angiosperms/Malvales/Malvaceae/Hibiscus/radiatus,"Hibiscus radiatus Cav."
wfo-0000723123,"Hibiscus surattensis L.",Code/Plantae/Pteridobiotina/Angiosperms/Malvales/Malvaceae/Hibiscus/surattensis,"Hibiscus surattensis L."
wfo-0001078194,"Hibiscus hispidissimus Griff.",Code/Plantae/Pteridobiotina/Angiosperms/Malvales/Malvaceae/Hibiscus/hispidissimus,"Hibiscus hispidissimus Griff."
wfo-0000722556,"Hibiscus floccosus Mast.",Code/Plantae/Pteridobiotina/Angiosperms/Malvales/Malvaceae/Hibiscus/floccosus,"Hibiscus floccosus Mast."
wfo-0000723020,"Hibiscus sabdariffa L.",Code/Plantae/Pteridobiotina/Angiosperms/Malvales/Malvaceae/Hibiscus/sabdariffa,"Hibiscus sabdariffa L."
wfo-0000722244,"Hibiscus acetosella Welw. ex Hiern",Code/Plantae/Pteridobiotina/Angiosperms/Malvales/Malvaceae/Hibiscus/acetosella,"Hibiscus acetosella Welw. ex Hiern"
wfo-0000722657,"Hibiscus hirtus L.",Code/Plantae/Pteridobiotina/Angiosperms/Malvales/Malvaceae/Hibiscus/hirtus,"Hibiscus hirtus L."
wfo-0000723127,"Hibiscus syriacus L.",Code/Plantae/Pteridobiotina/Angiosperms/Malvales/Malvaceae/Hibiscus/syriacus,"Hibiscus syriacus L."
wfo-0000723197,"Hibiscus vitifolius L.",Code/Plantae/Pteridobiotina/Angiosperms/Malvales/Malvaceae/Hibiscus/vitifolius,"Hibiscus vitifolius L."
wfo-0000722748,"Hibiscus lobatus (Murray) Kuntze",Code/Plantae/Pteridobiotina/Angiosperms/Malvales/Malvaceae/Hibiscus/lobatus,"Hibiscus lobatus (Murray) Kuntze"
wfo-0000722828,"Hibiscus mutabilis L.",Code/Plantae/Pteridobiotina/Angiosperms/Malvales/Malvaceae/Hibiscus/mutabilis,"Hibiscus mutabilis L."
wfo-0001264305,"Hibiscus macrophyllus Roxb. ex Hornem.",Code/Plantae/Pteridobiotina/Angiosperms/Malvales/Malvaceae/Hibiscus/macrophyllus,"Hibiscus macrophyllus Roxb. ex Hornem."
wfo-1000064164,"Hibiscus tiliaceus L.",Code/Plantae/Pteridobiotina/Angiosperms/Malvales/Malvaceae/Hibiscus/tiliaceus,"Hibiscus tiliaceus L."
wfo-0000722603,"Hibiscus glanduliferus Craib",Code/Plantae/Pteridobiotina/Angiosperms/Malvales/Malvaceae/Hibiscus/glanduliferus,"Hibiscus glanduliferus Craib"
wfo-1000064895,"Hibiscus contortus Phuph. & S.Gardner",Code/Plantae/Pteridobiotina/Angiosperms/Malvales/Malvaceae/Hibiscus/contortus,"Hibiscus contortus Phuph. & S.Gardner"
wfo-0000722553,"Hibiscus flavotrichus C.E.C.Fisch.",Code/Plantae/Pteridobiotina/Angiosperms/Malvales/Malvaceae/Hibiscus/decaspermus$Hibiscus/flavotrichus,"Hibiscus flavotrichus C.E.C.Fisch."
wfo-0001078126,"Hibiscus grewiifolius Hassk.",Code/Plantae/Pteridobiotina/Angiosperms/Malvales/Malvaceae/Bombycidendron/grewiifolium$Hibiscus/grewiifolius,"Hibiscus grewiifolius Hassk."
,,"1 candidates found.","Hibiscus schizopetalus (Mast.) Hook.f."
wfo-0000723007,"Hibiscus rosa-sinensis L.",Code/Plantae/Pteridobiotina/Angiosperms/Malvales/Malvaceae/Hibiscus/rosa-sinensis,"Hibiscus rosa-sinensis L."
wfo-0000639073,"Decaschistia harmandii Pierre",Code/Plantae/Pteridobiotina/Angiosperms/Malvales/Malvaceae/Decaschistia/parviflora$Decaschistia/harmandii,"Decaschistia harmandii Pierre"
wfo-0000639081,"Decaschistia parviflora Kurz",Code/Plantae/Pteridobiotina/Angiosperms/Malvales/Malvaceae/Decaschistia/parviflora,"Decaschistia parviflora Kurz"
wfo-0000639075,"Decaschistia mouretii Gagnep.",Code/Plantae/Pteridobiotina/Angiosperms/Malvales/Malvaceae/Decaschistia/crotonifolia$Decaschistia/mouretii,"Decaschistia mouretii Gagnep."
wfo-0000525183,"Alcea rosea L.",Code/Plantae/Pteridobiotina/Angiosperms/Malvales/Malvaceae/Alcea/rosea,"Alcea rosea L."
wfo-0000593829,"Cenocentrum tonkinense Gagnep.",Code/Plantae/Pteridobiotina/Angiosperms/Malvales/Malvaceae/Cenocentrum/tonkinense,"Cenocentrum tonkinense Gagnep."
wfo-0000449486,"Malvastrum coromandelianum (L.) Garcke",Code/Plantae/Pteridobiotina/Angiosperms/Malvales/Malvaceae/Malvastrum/coromandelianum,"Malvastrum coromandelianum (L.) Garcke"
wfo-0000417231,"Urena lobata L.",Code/Plantae/Pteridobiotina/Angiosperms/Malvales/Malvaceae/Urena/lobata,"Urena lobata L."
wfo-0001281682,"Urena repanda Roxb. ex Sm.",Code/Plantae/Pteridobiotina/Angiosperms/Malvales/Malvaceae/Urena/repanda,"Urena repanda Roxb. ex Sm."
wfo-1000064958,"Urena rigida Wall. ex Mast.",Code/Plantae/Pteridobiotina/Angiosperms/Malvales/Malvaceae/Urena/rigida,"Urena rigida Wall. ex Mast."
wfo-0000473803,"Pavonia zeylanica (L.) Cav.",Code/Plantae/Pteridobiotina/Angiosperms/Malvales/Malvaceae/Pavonia/zeylanica,"Pavonia zeylanica (L.) Cav."
wfo-0000449492,"Malvaviscus arboreus Dill. ex Cav.",Code/Plantae/Pteridobiotina/Angiosperms/Malvales/Malvaceae/Malvaviscus/arboreus,"Malvaviscus arboreus Cav."
wfo-0000450611,"Malvaviscus penduliflorus DC.",Code/Plantae/Pteridobiotina/Angiosperms/Malvales/Malvaceae/Malvaviscus/penduliflorus,"Malvaviscus penduliflorus DC."
wfo-0000572771,"Bruinsmia polysperma (C.B.Clarke) Steenis",Code/Plantae/Pteridobiotina/Angiosperms/Ericales/Styracaceae/Bruinsmia/polysperma,"Bruinsmia polysperma (C.B.Clarke) Steenis"
wfo-0000492288,"Styrax porterianus Wall. ex G.Don",Code/Plantae/Pteridobiotina/Angiosperms/Ericales/Styracaceae/Styrax/Styrax/Cyrta/porterianus,"Styrax porterianus Wall. ex G.Don"
wfo-0001141442,"Styrax serrulatus Roxb.",Code/Plantae/Pteridobiotina/Angiosperms/Ericales/Styracaceae/Styrax/Styrax/Cyrta/serrulatus,"Styrax serrulatus Roxb."
wfo-0001141398,"Styrax rugosus Kurz",Code/Plantae/Pteridobiotina/Angiosperms/Ericales/Styracaceae/Styrax/Styrax/Cyrta/rugosus,"Styrax rugosus Kurz"
wfo-0000492721,"Styrax paralleloneurus Perkins",Code/Plantae/Pteridobiotina/Angiosperms/Ericales/Styracaceae/Styrax/Valvatae/Benzoin/paralleloneurus,"Styrax paralleloneurus Perkins"
wfo-0000492265,"Styrax benzoin Dryand.",Code/Plantae/Pteridobiotina/Angiosperms/Ericales/Styracaceae/Styrax/Valvatae/Benzoin/benzoin,"Styrax benzoin Dryand."
wfo-0000492259,"Styrax apricus H.R.Fletcher",Code/Plantae/Pteridobiotina/Angiosperms/Ericales/Styracaceae/Styrax/Valvatae/Benzoin/benzoides$Styrax/apricus,"Styrax apricus H.R.Fletcher"
wfo-0001141430,"Styrax benzoides Craib",Code/Plantae/Pteridobiotina/Angiosperms/Ericales/Styracaceae/Styrax/Valvatae/Benzoin/benzoides,"Styrax benzoides Craib"
wfo-0000707223,"Gonystylus confusus Airy Shaw",Code/Plantae/Pteridobiotina/Angiosperms/Malvales/Thymelaeaceae/Gonystylus/confusus,"Gonystylus confusus Airy Shaw"
wfo-0001332355,"Begonia afromigrata J.J.de Wilde",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Begoniaceae/Begonia/Tetraphila/afromigrata,"Begonia afromigrata J.J.de Wilde"
wfo-0000824465,"Begonia kingiana Irmsch.",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Begoniaceae/Begonia/Ridleyella/kingiana,"Begonia kingiana Irmsch."
,,"1 candidates found.","Begonia smithiae E.T.Geddes"
wfo-0000823241,"Begonia acetosella Craib",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Begoniaceae/Begonia/Platycentrum/acetosella,"Begonia acetosella Craib"
wfo-0000824620,"Begonia longifolia Blume",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Begoniaceae/Begonia/Platycentrum/longifolia,"Begonia longifolia Blume"
wfo-0000824953,"Begonia obovoidea Craib",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Begoniaceae/Begonia/Platycentrum/obovoidea,"Begonia obovoidea Craib"
wfo-0000824214,"Begonia handelii Irmsch.",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Begoniaceae/Begonia/Platycentrum/handelii,"Begonia handelii Irmsch."
wfo-0000825528,"Begonia silletensis (A.DC.) C.B.Clarke",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Begoniaceae/Begonia/Platycentrum/silletensis,"Begonia silletensis (A.DC.) C.B.Clarke"
wfo-0000823613,"Begonia cathcartii Hook.f.",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Begoniaceae/Begonia/Platycentrum/cathcartii,"Begonia cathcartii Hook.f."
wfo-0000825421,"Begonia sandalifolia C.B.Clarke",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Begoniaceae/Begonia/Platycentrum/sandalifolia,"Begonia sandalifolia C.B.Clarke"
wfo-0000824229,"Begonia hatacoa Buch.-Ham. ex D.Don",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Begoniaceae/Begonia/Platycentrum/hatacoa,"Begonia hatacoa Buch.-Ham. ex D.Don"
wfo-0000825523,"Begonia siamensis Gagnep.",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Begoniaceae/Begonia/Platycentrum/siamensis,"Begonia siamensis Gagnep."
wfo-0000825869,"Begonia venusta King",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Begoniaceae/Begonia/Platycentrum/venusta,"Begonia venusta King"
wfo-0000825004,"Begonia palmata D.Don",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Begoniaceae/Begonia/Platycentrum/palmata,"Begonia palmata D.Don"
wfo-0000824697,"Begonia macrotoma Irmsch.",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Begoniaceae/Begonia/Platycentrum/macrotoma,"Begonia macrotoma Irmsch."
wfo-0001346338,"Begonia khaophanomensis Phutthai & M.Hughes",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Begoniaceae/Begonia/Platycentrum/khaophanomensis,"Begonia khaophanomensis Phutthai & M.Hughes"
wfo-0000825942,"Begonia wrayi Hemsl.",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Begoniaceae/Begonia/Petermannia/wrayi,"Begonia wrayi Hemsl."
wfo-0000823426,"Begonia barbellata Ridl.",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Begoniaceae/Begonia/Bracteibegonia/barbellata,"Begonia barbellata Ridl."
wfo-0000824107,"Begonia garrettii Craib",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Begoniaceae/Begonia/Diploclinium/garrettii,"Begonia garrettii Craib"
wfo-0000825660,"Begonia subviridis Craib",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Begoniaceae/Begonia/Diploclinium/subviridis,"Begonia subviridis Craib"
wfo-0000823996,"Begonia festiva Craib",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Begoniaceae/Begonia/Diploclinium/festiva,"Begonia festiva Craib"
wfo-0000824375,"Begonia incondita Craib",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Begoniaceae/Begonia/Diploclinium/incondita,"Begonia incondita Craib"
wfo-0000823997,"Begonia fibrosa C.B.Clarke",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Begoniaceae/Begonia/Reichenheimia/fibrosa,"Begonia fibrosa C.B.Clarke"
wfo-0000825217,"Begonia prolifera A.DC.",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Begoniaceae/Begonia/Monophyllon/prolifera,"Begonia prolifera A.DC."
wfo-0000825773,"Begonia tricuspidata C.B.Clarke",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Begoniaceae/Begonia/Alicida/tricuspidata,"54 Begonia tricuspidata C.B.Clarke"
wfo-0000823278,"Begonia alicida C.B.Clarke",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Begoniaceae/Begonia/Alicida/alicida,"Begonia alicida C.B.Clarke"
wfo-0000825840,"Begonia vagans Craib",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Begoniaceae/Begonia/Alicida/vagans,"Begonia vagans Craib"
wfo-0000825672,"Begonia surculigera Kurz",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Begoniaceae/Begonia/Diploclinium/surculigera,"Begonia surculigera Kurz"
wfo-0000824841,"Begonia modestiflora Kurz",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Begoniaceae/Begonia/Diploclinium/modestiflora,"Begonia modestiflora Kurz"
wfo-0000823258,"Begonia adenopoda Lem.",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Begoniaceae/Begonia/Lauchea/adenopoda,"Begonia adenopoda Lem."
wfo-1000039777,"Begonia tenasserimensis Phutthai & M.Hughes",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Begoniaceae/Begonia/Lauchea/tenasserimensis,"Begonia tenasserimensis Phutthai & M.Hughes"
wfo-0000923003,"Begonia pteridiformis Phutthai",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Begoniaceae/Begonia/Lauchea/pteridiformis,"Begonia pteridiformis Phutthai"
wfo-0000825538,"Begonia sinuata Wall. ex Meisn.",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Begoniaceae/Begonia/Parvibegonia/sinuata,"Begonia sinuata Wall. ex Meisn."
wfo-0000825244,"Begonia pumila Craib",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Begoniaceae/Begonia/Parvibegonia/pumila,"Begonia pumila Craib"
wfo-0000824755,"Begonia martabanica A.DC.",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Begoniaceae/Begonia/Parvibegonia/martabanica,"Begonia martabanica A.DC."
wfo-0000823777,"Begonia curtisii Ridl.",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Begoniaceae/Begonia/Parvibegonia/curtisii,"Begonia curtisii Ridl."
wfo-0000825214,"Begonia procridifolia Wall. ex A.DC.",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Begoniaceae/Begonia/Parvibegonia/procridifolia,"Begonia procridifolia Wall. ex A.DC."
wfo-0000823911,"Begonia elisabethae Kiew",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Begoniaceae/Begonia/Parvibegonia/elisabethae,"Begonia elisabethae Kiew"
wfo-0000825853,"Begonia variabilis Ridl.",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Begoniaceae/Begonia/Parvibegonia/variabilis,"Begonia variabilis Ridl."
wfo-1000039502,"Begonia bella Phutthai",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Begoniaceae/Begonia/Parvibegonia/bella,"Begonia bella Phutthai"
wfo-0000824390,"Begonia integrifolia Dalzell",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Begoniaceae/Begonia/Parvibegonia/integrifolia,"Begonia integrifolia Dalzell"
wfo-1000039718,"Begonia phutthaii M.Hughes",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Begoniaceae/Begonia/Apterobegonia/phutthaii,"Begonia phutthaii M.Hughes"
wfo-0000824887,"Begonia murina Craib",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Begoniaceae/Begonia/Diploclinium/murina,"Begonia murina Craib"
wfo-1000039602,"Begonia fulgurata C.I Peng, C.W.Lin & Phutthai",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Begoniaceae/Begonia/Diploclinium/fulgurata,"Begonia fulgurata C.I Peng, C.W.Lin & Phutthai"
wfo-0000825649,"Begonia subperfoliata Parish ex Kurz",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Begoniaceae/Begonia/Diploclinium/subperfoliata,"Begonia subperfoliata Parish ex Kurz"
wfo-0000825245,"Begonia pumilio Irmsch.",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Begoniaceae/Begonia/Reichenheimia/pumilio,"Begonia pumilio Irmsch."
wfo-1000039726,"Begonia pseudosubperfoliata Phutthai & M.Hughes",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Begoniaceae/Begonia/Diploclinium/pseudosubperfoliata,"Begonia pseudosubperfoliata Phutthai & M.Hughes"
wfo-0000825443,"Begonia saxifragifolia Craib",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Begoniaceae/Begonia/Diploclinium/saxifragifolia,"Begonia saxifragifolia Craib"
wfo-1000039709,"Begonia pengchingii Phutthai & M.Hughes",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Begoniaceae/Begonia/Diploclinium/pengchingii,"Begonia pengchingii Phutthai & M.Hughes"
wfo-0000823811,"Begonia demissa Craib",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Begoniaceae/Begonia/Diploclinium/demissa,"Begonia demissa Craib"
wfo-0000823518,"Begonia brandisiana Kurz",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Begoniaceae/Begonia/Diploclinium/brandisiana,"Begonia brandisiana Kurz"
wfo-0000824345,"Begonia hymenophylla Gagnep.",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Begoniaceae/Begonia/Reichenheimia/hymenophylla,"Begonia hymenophylla Gagnep."
,,"1 candidates found.","Begonia kanburiensis Phutthai & M.Hughes"
wfo-0000824371,"Begonia incerta Craib",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Begoniaceae/Begonia/Diploclinium/incerta,"Begonia incerta Craib"
wfo-0000825562,"Begonia soluta Craib",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Begoniaceae/Begonia/Diploclinium/soluta,"Begonia soluta Craib"
wfo-1000039599,"Begonia exposita Phutthai & M.Hughes",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Begoniaceae/Begonia/Diploclinium/exposita,"Begonia exposita Phutthai & M.Hughes"
wfo-0000823845,"Begonia discreta Craib",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Begoniaceae/Begonia/Diploclinium/discreta,"Begonia discreta Craib"
,,"10 candidates found.","Begonia putii Craib"
wfo-0000581340,"Calophyllum soulattri Burm.f.",Code/Plantae/Pteridobiotina/Angiosperms/Malpighiales/Calophyllaceae/Calophyllum/soulattri,"Calophyllum soulattri Burm.f."
wfo-0000581322,"Calophyllum rupicola Ridl.",Code/Plantae/Pteridobiotina/Angiosperms/Malpighiales/Calophyllaceae/Calophyllum/rupicola,"Calophyllum rupicola Ridl."
wfo-0000581282,"Calophyllum pisiferum Planch. & Triana",Code/Plantae/Pteridobiotina/Angiosperms/Malpighiales/Calophyllaceae/Calophyllum/pisiferum,"Calophyllum pisiferum Planch. & Triana"
,,"1 candidates found.","Calophyllum canum Hook.f."
wfo-0000581366,"Calophyllum teysmannii Miq.",Code/Plantae/Pteridobiotina/Angiosperms/Malpighiales/Calophyllaceae/Calophyllum/teysmannii,"Calophyllum teysmannii Miq."
wfo-0000581236,"Calophyllum molle King",Code/Plantae/Pteridobiotina/Angiosperms/Malpighiales/Calophyllaceae/Calophyllum/molle,"Calophyllum molle King"
wfo-0000581120,"Calophyllum depressinervosum M.R.Hend. & Wyatt-Sm.",Code/Plantae/Pteridobiotina/Angiosperms/Malpighiales/Calophyllaceae/Calophyllum/depressinervosum,"Calophyllum depressinervosum M.R.Hend. & Wyatt-Sm."
wfo-0000581331,"Calophyllum sclerophyllum Vesque",Code/Plantae/Pteridobiotina/Angiosperms/Malpighiales/Calophyllaceae/Calophyllum/sclerophyllum,"Calophyllum sclerophyllum Vesque"
wfo-0000581363,"Calophyllum tetrapterum Miq.",Code/Plantae/Pteridobiotina/Angiosperms/Malpighiales/Calophyllaceae/Calophyllum/tetrapterum,"Calophyllum tetrapterum Miq."
wfo-0001296210,"Calophyllum polyanthum Wall. ex Choisy",Code/Plantae/Pteridobiotina/Angiosperms/Malpighiales/Calophyllaceae/Calophyllum/polyanthum,"Calophyllum polyanthum Wall. ex Choisy"
wfo-0000581184,"Calophyllum inophyllum L.",Code/Plantae/Pteridobiotina/Angiosperms/Malpighiales/Calophyllaceae/Calophyllum/inophyllum,"Calophyllum inophyllum L."
wfo-0000581370,"Calophyllum thorelii Pierre",Code/Plantae/Pteridobiotina/Angiosperms/Malpighiales/Calophyllaceae/Calophyllum/thorelii,"Calophyllum thorelii Pierre"
wfo-0000581221,"Calophyllum macrocarpum Hook.f.",Code/Plantae/Pteridobiotina/Angiosperms/Malpighiales/Calophyllaceae/Calophyllum/macrocarpum,"Calophyllum macrocarpum Hook.f."
,,"10 candidates found.","Calophyllum touranense Gagnep. ex P.F.Stevens"
wfo-0000581126,"Calophyllum dryobalanoides Pierre",Code/Plantae/Pteridobiotina/Angiosperms/Malpighiales/Calophyllaceae/Calophyllum/dryobalanoides,"Calophyllum dryobalanoides Pierre"
wfo-0000581073,"Calophyllum calaba L.",Code/Plantae/Pteridobiotina/Angiosperms/Malpighiales/Calophyllaceae/Calophyllum/calaba,"Calophyllum calaba L."
